verse_key,version_id,eng,local
MAT.16.11,1731,Dont you know that I wasnt talking about bread? But be on your guard for the yeast of the Pharisees and Sadducees.,Ɔ yɔ sɛ mɔ ɛmɔ ndɩ man yɩ́ bʋ kɛ nán kpaʋn anwʋn ɛjɔlɛ yɛ̂ mɩɩn kan mɩn kele ɛmɔ'n? Nan mɩ́n nwan: Ɛmɔ nɩ́an bɛ́ nwʋn kpa wɔ *Falisifʋɛ'n-mɔ nʋn *Sadusifʋɛ'n-mɔ fali ayile nɩn anwʋn.
MAT.16.12,1731,"Then they understood that he wasnt telling them to be on their guard for yeast used in making bread. No, he was telling them to watch out for the teaching of the Pharisees and Sadducees.","M'ɔ yɔlɩ sɔ'n, yɩ́ menian'n-mɔ kɔ tɩ yɩ́ bʋ kɛ nán ayile'n mɔ bɛ fa bɛ fɔtɔ fali nɩn anwʋn ɛjɔlɛ y'ɔ lɛ kan ɔ. Nan Falisifʋɛ'n-mɔ nʋn Sadusifʋɛ'n-mɔ like'n mɔ bɛ kekele nɩn anwʋn ɛjɔlɛ yɛ̂ anɩn ɔ lɛ kan ɔ."
MAT.16.13,1731,"Now when Jesus came to the area of Caesarea Philippi, he asked his disciples, Who do people say the Human One is.","Ɛhɩ anzin, Zozi hɔlɩ Sezale etin dɩɛ nɩn asʋ Filipʋ mân nɩn anun ɛlɔ. M'ɔ nʋn yɩ́ menian'n-mɔ juli ɛlɔ'n, ɔ kɔ bisa bɛ́ kɛ: Menian'n-mɔ nwan sʋanlan benin y'ɔ le *Mân Baa'n."
MAT.16.14,1731,"They replied, Some say John the Baptist, others Elijah, and still others Jeremiah or one of the other prophets.","Kosuan sɔ'n mɔ Zozi bisalɩ nɩn anwʋn, bɛ́ nwan: Mmie-mɔ nwan Zʋan Batisi y'ɔ le wɔ́, mmie-mɔ nwan *Eli y'ɔ le wɔ́, mmie-mɔ nwan Zolomin y'ɔ le wɔ́ anaan Nyanmɩan mgbɔmanfʋɛ'n-mɔ, bɛ́ bie y'ɔ le wɔ́."
MAT.16.15,1731,"He said, And what about you? Who do you say that I am.","Zozi nwan: Nan ɛmɔ lɩlɩ, ɛmɔ jʋnlɩn kɛ nwan sʋanlan dɩɛ y'ɔ le mɩ́n."
MAT.16.16,1731,"Simon Peter said, You are the Christ, the Son of the living God.","Simʋn Pɩɛlɩ nwan: Kilisi'n, Izalayɛ Ngʋandefʋɛ'n y'ɔ le wɔ́. Ɛ tɩ Tɩasɩfʋɛ Nyanmɩan nɩn Awa."
MAT.16.17,1731,"Then Jesus replied, Happy are you, Simon son of Jonah, because no human has shown this to you. Rather my Father who is in heaven has shown you.","Ɛhɩ a, Zozi nwan: Zonasɩ awa Simʋn, nyila hán wɔ́. Ɔ sanlɩn kɛ nán kulo sʋanlan yɛ̂ ɔ'a man a nwun yɩ́ sɔ ɔ. Nan mɩ́n Sɩ m'ɔ wɔ anwunno ɛlɔ'n yɛ̂ ɔ'a man a nwun yɩ́ ɔ."
MAT.16.18,1731,I tell you that you are Peter. And Ill build my church on this rock. The gates of the underworld wont be able to stand against it.,Mɩ́n kʋsʋ mɩɩn kan mɩn kele wɔ́ kɛ ɛ li Pɩɛlɩ . Ɛbʋɛ sɔ nɩn asʋ yɛ̂ mɩn 'si mɩ́n Asɔnɩn nɩn ɔ. Ewue muonun tunmin'n m'ɔ le yɩ́'n ngʋala man like fɩ́ɩ́ yɔ yɩ́ nyunnun.
MAT.16.19,1731,Ill give you the keys of the kingdom of heaven. Anything you fasten on earth will be fastened in heaven. Anything you loosen on earth will be loosened in heaven.,"Mɩn 'fa Anwunno Belemgbin Mân nɩn anʋan sannvɛ'n mɩn wula wɔ́ sa nun. Sʋanlan biala mɔ asɩɛ nɩn asʋ ɛwa ɛ kɔ tike anʋan'n kɔ man yɩ́'n, anɩn b'a tike b'a man yɩ́ anwunno ɛlɔ. Yɛ̂ sʋanlan biala kʋsʋ mɔ asɩɛ nɩn asʋ ɛwa a ndike man anʋan nɩn a mman man yɩ́'n, anɩn b'a ndike b'a mman man yɩ́ anwunno ɛlɔ."
MAT.16.20,1731,Then he ordered the disciples not to tell anybody that he was the Christ.,"Mɔ Zozi hanlɩn sɔ yuelɩ'n, ɔ totualɩ yɩ́ menian'n-mɔ kɛ nán bɛ kan bɛ kele sʋanlan kɛ Kilisi'n, Izalayɛ Ngʋandefʋɛ'n y'ɔ le yɩ́."
MAT.16.21,1731,"From that time Jesus began to show his disciples that he had to go to Jerusalem and suffer many things from the elders, chief priests, and legal experts, and that he had to be killed and raised on the third day.","Ɔ fi cɩan sɔ'n m'ɔ kɔ'n, Zozi kɔ bɔ yɩ́ bʋ, ɔ kɔ han kɔ hele yɩ́ menian'n-mɔ kɛ: Ɔ sɛ kɛ n gɔ́ Zoluzalɛmʋn. N gɔ́ n nwún yalɛ Zufʋ mgbain'n-mɔ, ɔ nʋn Nyanmɩan *tɛɛyɩfʋɛ mgbain'n-mɔ nʋn *mala nɩn asʋ mgbain'n-mɔ asa nun. Bɛ 'ba hun mɩ́n, nan yɩ́ cɩan nsan nɩn asʋ, n vi ewue nun mɩn 'tinnge."
MAT.16.22,1731,"Then Peter took hold of Jesus and, scolding him, began to correct him: God forbid, Lord! This wont happen to you.","Ɛhɩ, Pɩɛlɩ kɔ fa yɩ́ kɔ hɔ ahanmɩan, ɔ kɔ tu yɩ́ nyunnun. Yɩ́ nwan: Yɛ́ Mɩn, Nyanmɩan kpála gúa! Like fɩ́ɩ́ ngɔ tʋ man wɔ́."
MAT.16.23,1731,"But he turned to Peter and said, Get behind me, Satan. You are a stone that could make me stumble, for you are not thinking Gods thoughts but human thoughts.","Mɔ Pɩɛlɩ hanlɩn sɔ'n, Zozi kɔ kpɛ yɩ́ nyɩn ɔ kɔ se yɩ́ kɛ: Satan, fi mɩ́n nwʋn ɛwa kɔ mʋa. Ɛ 'totua mɩ́n atɩn, afɩ nán Nyanmɩan ajʋnlɩn yɛ̂ ɛ le yɩ́ ɔ, nan kulo menian'n-mɔ ajʋnlɩn yɛ̂ ɛ le yɩ́ ɔ."
MAT.16.24,1731,"Then Jesus said to his disciples, All who want to come after me must sayno to themselves, take up their cross, and follow me.","Ɛhɩ anzin, Zozi kɔ han kɔ hele yɩ́ menian'n-mɔ kɛ: Sʋanlan m'ɔ kulo kɛ ɔ si mɩ́n sʋ'n, n'ɔ susu yɩ́ sʋanlan baka nɩn anwʋn. Ɔ fá yɩ́ kʋlʋwa'n ɔ tʋ́ yɩ́ kɔmɩn sʋ, nán ɔ sí mɩ́n sʋ."
MAT.16.25,1731,All who want to save their lives will lose them. But all who lose their lives because of me will find them.,"Ɔ sanlɩn kɛ sʋanlan m'ɔ kulo kɛ ɔ kpʋnndɛ yɩ́ ngʋan'n, ɔ 'minlin yɩ́ ngʋan sɔ'n. Nan sʋanlan m'ɔ kɔ si mɩ́n sʋ dede ɔ kɔ wu mɩ́n dunman nun'n, sʋanlan sɔ'n 'nyan ngʋan."
MAT.16.26,1731,Why would people gain the whole world but lose their lives? What will people give in exchange for their lives?.,"Sɛ sʋanlan kʋn nyan asɩɛ asʋ ɛwa ninnge'n kʋalaa nan sɛ ɔ minlin yɩ́ ngʋan nɩn an, anɩn nzu nvasʋɛ dɩɛ yɛ̂ ɔ 'nyan yɩ́ sʋ ɔ? Nzu like dɩɛ yɛ̂ sʋanlan kʋn kʋala kɛ ɔ yɔ ɔ de yɩ́ ngʋan ɔ?."
MAT.16.27,1731,For the Human One is about to come with the majesty of his Father with his angels. And then he will repay each one for what that person has done.,"*Mân Baa'n fi yɩ́ Sɩ anunminnyanmʋn nɩn anun ɔ nʋn nyanmɩansʋ mmɔfʋɛ'n-mɔ 'ba a. Sɛ ɔ ba a, ɔ 'nɩan sʋanlan kʋn biala junman'n m'ɔ lili nɩn anwʋn ɔ tua yɩ́ kalɛ."
MAT.16.28,1731,I assure you that some standing here wont die before they see the Human One coming in his kingdom.,"Mɩɩn kan yɩ́ ananhɔlɛ mɩn kele ɛmɔ kɛ: bɛ́ mɔ b'a yia ɛwa'n, mmie-mɔ ngɔ wu man, bɛ 'ba nwun Mân Baa'n kɛ ɔ lɛ ba ɔ di belemgbin."
MAT.4.1,1731,Then the Spirit led Jesus up into the wilderness so that the devil might tempt him.,"Ɛhɩ anzin, Nyanmɩan Wawɛ'n kɔ fa Zozi asue Zuludɩn nɩn anʋan ɔ nʋn yɩ́ kɔ hɔ ɛwâ nɩn anun. Ɛbɛlɛ, Abɔnsanmʋn kɔ sɔ yɩ́ kɔ nɩan."
MAT.4.2,1731,"After Jesus had fasted for forty days and forty nights, he was starving.",Zozi kɔ hyɩ ɛhɔɛ kɔngɔɛ nʋn eyua dede cɩan abulanan. Mɔ cɩan abulanan'n sɩnlɩn'n nán ɛhɔɛ a hun yɩ́.
MAT.4.3,1731,"The tempter came to him and said, Since you are Gods Son, command these stones to become bread.","Abɔnsanmʋn kɔ kpʋ yɩ́. Yɩ́ nwan: Sɛ Nyanmɩan Awa y'ɔ le wɔ́ sakpa a, anɩn kan kele nyɔbʋɛ ɛhɩ-mɔ maan bɛ káci kpaʋn."
MAT.4.4,1731,"Jesus replied, Its written, People wont live only by bread, but by every word spoken by God .","Mɔ Abɔnsanmʋn hanlɩn sɔ'n, Zozi nwan: B'a hɛlɛ wɔ Ɛhɛlɛ Ɛjɔlɛ nɩn anun kɛ: Nán kpaʋn ala yɛ̂ sʋanlan di a, ɔ nyan ngʋan ɔ. Nan ɛjɔlɛ biala m'ɔ fi Nyanmɩan anʋan kɔ fite'n, ɔ man sʋanlan nyan ngʋan. ."
MAT.4.5,1731,After that the devil brought him into the holy city and stood him at the highest point of the temple. He said to him.,"Ɛhɩ a, Abɔnsanmʋn nʋn yɩ́ kɔ hɔ Zoluzalɛmʋn m'ɔ tɩ kulo nwannzan-nwannzan nɩn asʋ, ɔ kɔ fa yɩ́ kɔ sie Nyanmɩan awulo nɩn anun sua nɩn ati sʋ anwunno."
MAT.4.6,1731,"Since you are Gods Son, throw yourself down; for it is written, I will command my angels concerning you, and they will take you up in their hands so that you wont hit your foot on a stone. .","Yɩ́ nwan: Sɛ Nyanmɩan Awa y'ɔ le wɔ́ sakpa a, anɩn kulu tɔ asɩ. Afɩ b'a hɛlɛ wɔ Ɛhɛlɛ Ɛjɔlɛ nɩn anun kɛ: Wɔ́ dunman nun, Nyanmɩan 'ba man yɩ́ mmɔfʋɛ'n-mɔ atɩn kɛ bɛ sɔ́ wɔ́ bɛ́ sa nun nán wɔ́ ja a mgbula man ɛbʋɛ. ."
MAT.4.7,1731,"Jesus replied, Again its written, Dont test the Lord your God .","Mɔ Abɔnsanmʋn hanlɩn sɔ'n, Zozi nwan: B'a hɛlɛ wɔ Ɛhɛlɛ Ɛjɔlɛ nɩn anun kɛ: N'ɛ sɔ yɛ́ Mɩn m'ɔ tɩ wɔ́ Nyanmɩan'n nɩan. ."
MAT.4.8,1731,Then the devil brought him to a very high mountain and showed him all the kingdoms of the world and their glory.,Ɛsɛ Abɔnsanmʋn kɔ fa Zozi kɔ hɔ bʋka kannganlaun kpa kʋn asʋ. Ɔ kɔ yɩ mân nɩn anun mmelemgbin mân'n-mɔ kʋalaa nʋn bɛ́ anunminnyanmʋn'n ɔ kɔ hele yɩ́.
MAT.4.9,1731,"He said, Ill give you all these if you bow down and worship me.","Yɩ́ nwan: Sɛ ɛ tu tɔ mɩ́n ja nun ɛ sʋ mɩ́n an, mɩn 'fa ɛhɩ kʋalaa mɩn man wɔ́."
MAT.4.10,1731,"Jesus responded, Go away, Satan, because its written, You will worship the Lord your God and serve only him .","Ɛhɩ a, Zozi nwan: *Satan, kɔ! Ɔ sanlɩn kɛ b'a hɛlɛ wɔ Ɛhɛlɛ Ɛjɔlɛ nɩn anun kɛ: Yɛ́ Mɩn m'ɔ tɩ wɔ́ Nyanmɩan'n, yɩ́ ngʋnmɩn cein y'ɔ di kɛ ɛ sʋ yɩ́ ɔ. ."
MAT.4.11,1731,"The devil left him, and angels came and took care of him.","Mɔ Zozi hanlɩn ɛhɩ'n, afɩ Abɔnsanmʋn kɔ yaci yɩ́. Nyanmɩansʋ mmɔfʋɛ'n-mɔ kɔ a Zozi anwʋn ɛbɛlɛ, bɛ kɔ bʋka yɩ́."
MAT.4.12,1731,"Now when Jesus heard that John was arrested, he went to Galilee.","Ɛhɩ, Zozi 'tie a, b'a tʋ Zʋan fiadɩ. Zozi kɔ hɔ Galile mân nɩn anun ɛlɔ."
MAT.4.13,1731,"He left Nazareth and settled in Capernaum, which lies alongside the sea in the area of Zebulun and Naphtali.","Ɔ'a ndanlan man Nazalɛtɩ kulo nɩn asʋ. Nan ɔ hɔlɩ tanlanlɩn kulo'n mɔ bɛ fɛlɛ yɩ́ Kapɛɛnawɔmʋn nɩn asʋ. Kulo sɔ'n wɔ Galile asue nɩn anʋan, Zabulʋn nʋn Nɛfʋtali etin dɩɛ nɩn asʋ."
MAT.4.14,1731,This fulfilled what Isaiah the prophet said.,Ɔ yɔlɩ sɔ maan ɛjɔlɛ'n mɔ Nyanmɩan kpɔmanfʋɛ *Ezayi hanlɩn yɩ́ daba'n kpɩnlɩn sʋ. Yɩ́ nwan:.
MAT.4.15,1731,"Land of Zebulun and land of Naphtali, alongside the sea, across the Jordan, Galilee of the Gentiles.","Zabulʋn nʋn Nɛfʋtali amma nʋn bɛ́ mɔ bɛ wɔ Asue Kpili nɩn anʋan ɛlɔ dede ɔ kɔ ju asue Zuludɩn nɩn anzin ɛlɔ ebue kʋn, ɔ nʋn bɛ́ mɔ bɛ wɔ Galile mân nɩn anun mɔ bɛ́ dɔʋn bɛ tɩ man Zufʋ'n."
MAT.4.16,1731,"the people who lived in the dark have seen a great light, and a light has come upon those who lived in the region and in shadow of death.","menian sɔ'n-mɔ mɔ bɛ gua awosin nɩn anun'n, bɛ 'ba nwun kanlannɩɛ kpili kpa kʋn! Yɛ̂ m'ɔ tʋ de bɛ́ mɔ bɛ gua ewue mân tuun nɩn anun'n, kanlannɩɛ'n 'ba ta lɩka sɔ'n!."
MAT.4.17,1731,"From that time Jesus began to announce, Change your hearts and lives! Here comes the kingdom of heaven.",Ɔ fi mɛlɛ sɔ'n yɛ̂ Zozi bɔlɩ Nyanmɩan junman nɩn abʋ ɔ. Yɩ́ nwan: Ɛmɔ nún bɛ́ nwʋn bɛ yáci bɛ́ abalabɔ ɛtɛ'n. Ɔ sanlɩn kɛ Anwunno Belemgbin elie mɛlɛ nɩn a kpunnge.
MAT.4.18,1731,"As Jesus walked alongside the Galilee Sea, he saw two brothers, Simon, who is called Peter, and Andrew, throwing fishing nets into the sea, because they were fishermen.","Mɔ Zozi 'sɩn Galile asue nɩn anʋan'n, ɔ kɔ nwun anianman nnyuan. Kʋn li Simʋn, bɛ fɛlɛ yɩ́ biekun Pɩɛlɩ, ɔ nʋn yɩ́ nianman Andele. Anɩn bɛ lɛ gua dada, ɔ sanlɩn kɛ bɛ tɩ asufuɛ."
MAT.4.19,1731,"Come, follow me, he said, and Ill show you how to fish for people.","Zozi kɔ han kɔ hele bɛ́ kɛ: Ɛmɔ bála bɛ sí mɩ́n sʋ, nán mɩn 'ba man ɛmɔ fɛfɛlɛ menian bɛ man mɩ́n."
MAT.4.20,1731,"Right away, they left their nets and followed him.","Kɛ Zozi anʋan 'tɔ ala, bɛ kɔ yaci bɛ́ dada'n-mɔ ɛbɛlɛ bɛ kɔ si yɩ́ sʋ."
MAT.4.21,1731,"Continuing on, he saw another set of brothers, James the son of Zebedee and his brother John. They were in a boat with Zebedee their father repairing their nets. Jesus called them and.","Zozi fi ɛbɛlɛ ɔ kɔ hɔ yɩ́ nyunnun kaan, ɔ 'tʋ yɩ́ nyɩn an, ɔ kɔ nwun anianman nnyuan mmiekun-mɔ. Bɛ tɩ Zebede amma. Kʋn li Zʋakɩ yɛ̂ kʋn kʋsʋ li Zʋan. Anɩn bɛ nʋn bɛ́ sɩ Zebede bɛ gua ɛlɛɛ nɩn anun, bɛ lɛ kpʋnmgba bɛ́ dada'n-mɔ anun. Zozi kɔ fɛlɛ bɛ́."
MAT.4.22,1731,immediately they left the boat and their father and followed him.,"Ɛbɛlɛ ala, bɛ kɔ yaci bɛ́ sɩ Zebede nʋn ɛlɛɛ nɩn ɛbɛlɛ bɛ kɔ si Zozi sʋ."
MAT.4.23,1731,"Jesus traveled throughout Galilee, teaching in their synagogues. He announced the good news of the kingdom and healed every disease and sickness among the people.","Ɛhɩ, Zozi nanndɩ Galile mân'n lɩka kʋalaatin. Ɔ kekele menian'n-mɔ Nyanmɩan Anʋan Ɛjɔlɛ'n Zufʋ'n-mɔ asɔnɩn sua'n-mɔ anun. Ɔ bɔ Nyanmɩan Belemgbin Mân nɩn anwʋn Ɛjɔlɛkpa'n ɔ kele bɛ́, ɛsɛ menian mɔ ewue ngacile ngacile kʋalaa lɛ kun bɛ́, ɔ nʋn bɛ́ kʋalaa mɔ b'a bubu'n, ɔ man bɛ́ nwʋn sa."
MAT.4.24,1731,"News about him spread throughout Syria. People brought to him all those who had various kinds of diseases, those in pain, those possessed by demons, those with epilepsy, and those who were paralyzed, and he healed them.","Ɛhɩka ati, Zozi dunman'n kɔ fa Sili mân bɔndɩn'n. Bɛ fa bɛ́ mɔ ewue ngacile ngacile kʋalaa lɛ kun bɛ́'n bɛ bɛlɛ Zozi: bɛ́ mɔ bɛ́ nwʋn fʋfʋ bɛ́ o, bɛ́ mɔ wawɛ ɛtɛ'n-mɔ wɔ bɛ́ nun o, bɛ́ mɔ bɛ tɔ mgbutie o, ɔ nʋn bɛ́ mɔ b'a bubu o, ɔ man bɛ́ kʋalaa bɛ́ nwʋn sa."
MAT.4.25,1731,"Large crowds followed him from Galilee, the Decapolis, Jerusalem, Judea, and from the areas beyond the Jordan River.","Menian dɔʋn kpa si yɩ́ sʋ. Mmie-mɔ fi Galile, mmie-mɔ fi mân'n mɔ bɛ fɛlɛ yɩ́ Kulo Bulu nɩn anun, mmie-mɔ fi Zoluzalɛmʋn kulo nɩn asʋ ɔ nʋn Zude mân nun ɔ nʋn mân'n m'ɔ wɔ asue Zuludɩn nɩn anzin ɛlɔ nɩn anun."
MAT.1.1,1731,"A record of the ancestors of Jesus Christ, son of David, son of Abraham.","Ɛ 'nwun Zozi Kilisi anan-mɔ dunman'n, ɔ bɔ yɩ́ bʋ *Abalahamʋn ɛlɔ dede ɔ sɩn belemgbin *Davidi ɛlɔ nán ɔ'a tʋ Zozi."
MAT.1.2,1731,Abraham was the father of Isaac. Isaac was the father of Jacob. Jacob was the father of Judah and his brothers.,"Abalahamʋn wʋlɩ Izakɩ, nán Izakɩ a wʋ Zʋakɔbʋ, Zʋakɔbʋ a wʋ Zuda nʋn yɩ́ nianman'n-mɔ."
MAT.1.3,1731,"Judah was the father of Perez and Zerah, whose mother was Tamar. Perez was the father of Hezron. Hezron was the father of Aram.","Zuda a wʋ Falɛsɩ nʋn Zala. Bɛ́ nin y'ɔ le Tamaa. Falɛsɩ a wʋ Ɛsɩlɔmʋn, Ɛsɩlɔmʋn a wʋ Alamʋn."
MAT.1.4,1731,Aram was the father of Amminadab. Amminadab was the father of Nahshon. Nahshon was the father of Salmon.,"Alamʋn a wʋ Aminnandabʋ, Aminnandabʋ a wʋ Naasʋn, Naasʋn a wʋ Salɩmʋn."
MAT.1.5,1731,"Salmon was the father of Boaz, whose mother was Rahab. Boaz was the father of Obed, whose mother was Ruth. Obed was the father of Jesse.",Salɩmʋn a wʋ Boozɩ. Yɩ́ nin y'ɔ le Lahabʋ. Boozɩ a wʋ Obɛdɩ. Yɩ́ nin y'ɔ le Lutʋ. Obɛdɩ a wʋ Zese.
MAT.1.6,1731,"Jesse was the father of David the king. David was the father of Solomon, whose mother had been the wife of Uriah.","Zese a wʋ Davidi, Davidi a wʋ Salomʋn. Yɩ́ nin'n tɩ Uli ayɩ daba."
MAT.1.7,1731,Solomon was the father of Rehoboam. Rehoboam was the father of Abijah. Abijah was the father of Asaph.,"Salomʋn a wʋ Oloboamʋn, Oloboamʋn a wʋ Abia, Abia a wʋ Asafʋ."
MAT.1.8,1731,Asaph was the father of Jehoshaphat. Jehoshaphat was the father of Joram. Joram was the father of Uzziah.,"Asafʋ a wʋ Zozafatɩ, Zozafatɩ a wʋ Zolamʋn, Zolamʋn a wʋ Oziasɩ."
MAT.1.9,1731,Uzziah was the father of Jotham. Jotham was the father of Ahaz. Ahaz was the father of Hezekiah.,"Oziasɩ a wʋ Zoatamʋn, Zoatamʋn a wʋ Akazɩ, Akazɩ a wʋ Ezekiazɩ."
MAT.1.10,1731,Hezekiah was the father of Manasseh. Manasseh was the father of Amos. Amos was the father of Josiah.,"Ezekiazɩ a wʋ Manase, Manase a wʋ Amʋn, Amʋn a wʋ Zoziasɩ."
MAT.1.11,1731,Josiah was the father of Jechoniah and his brothers. This was at the time of the exile to Babylon.,Zoziasɩ a wʋ Zekonia nʋn yɩ́ nianman'n-mɔ. Mɛlɛ sɔ nɩn anun yɛ̂ bɛ hyɩlɩ Izalayɛ amma'n-mɔ hɔlɩ Babilɔnʋn ɔ.
MAT.1.12,1731,After the exile to Babylon: Jechoniah was the father of Shealtiel. Shealtiel was the father of Zerubbabel.,"Mɔ bɛ hɔlɩ Babilɔnʋn'n, nán Zekonia a wʋ Salatiɛ, Salatiɛ a wʋ Zolobabɛlɩ."
MAT.1.13,1731,Zerubbabel was the father of Abiud. Abiud was the father of Eliakim. Eliakim was the father of Azor.,"Zolobabɛlɩ a wʋ Abiwudi, Abiwudi a wʋ Eliakimʋn, Eliakimʋn a wʋ Azɔɔ."
MAT.1.14,1731,Azor was the father of Zadok. Zadok was the father of Achim. Achim was the father of Eliud.,"Azɔɔ a wʋ Sadɔkɩ, Sadɔkɩ a wʋ Akimʋn, Akimʋn a wʋ Eliwudɩ."
MAT.1.15,1731,Eliud was the father of Eleazar. Eleazar was the father of Matthan. Matthan was the father of Jacob.,"Eliwudɩ a wʋ Eleazaa, Eleazaa a wʋ Matan, Matan a wʋ Zʋakɔbʋ."
MAT.1.16,1731,"Jacob was the father of Joseph, the husband of Mary—of whom Jesus was born, who is called the Christ.","Zʋakɔbʋ a wʋ Zozɛfʋ. Yɩ́ yɩ y'ɔ le Mali. Mali sɔ'n, yɩ́ yɛ̂ ɔ wʋlɩ Zozi mɔ bɛ fɛlɛ yɩ́ *Kilisi nɩn ɔ."
MAT.1.17,1731,"So there were fourteen generations from Abraham to David, fourteen generations from David to the exile to Babylon, and fourteen generations from the exile to Babylon to the Christ.","Kɛ ɔ fi Abalahamʋn bɛlɛ sʋ dede m'ɔ kɔ ju Davidi bɛlɛ sʋ'n, bɛ tɩ sɩɛ bulu nʋn nnan, yɛ̂ ɔ fi Davidi bɛlɛ sʋ dede m'ɔ kɔ ju mɛlɛ mɔ bɛ hyɩlɩ Izalayɛ amma'n-mɔ bɛ hɔlɩ Babilɔnʋn'n, bɛ tɩ sɩɛ bulu nʋn nnan biekun, ɛsɛ dede m'ɔ kɔ ju Kilisi nɩn awɔlɛ'n, bɛ tɩ sɩɛ bulu nʋn nnan."
MAT.1.18,1731,"This is how the birth of Jesus Christ took place. When Mary his mother was engaged to Joseph, before they were married, she became pregnant by the Holy Spirit.","Ɛ 'nwun kɛ ɔ kpɩnlɩn yɔlɩ mɔ bɛ wʋlɩ Zozi Kilisi'n. Anɩn Mali m'ɔ tɩ yɩ́ nin'n, ɔ nʋn Zozɛfʋ b'a ja bɛ́ nwʋn. Nan asannan nán Zozɛfʋ a fa Mali atɔnvɔlɛ'n, Wawɛ Nwannzan-nwannzan'n tunmin'n kɔ man Mali kɔ nwʋnnzɛ."
